"Категория";"Производитель";"Товар";"Описание";"Цена (розница)";"Наличие";"Ссылка";"Гарантия, м";"Полное описание";"Ссылка на товар в интернет магазине"
"Мобильные телефоны";"Samsung";"Samsung Galaxy Alpha SM-G850Y";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"440.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_Alpha_SM_G850Y-2038713.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy C5 32Gb C5000";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"550.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_C5_32Gb_C5000-2589257.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy C5 64Gb C5000";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"600.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_C5_64Gb_C5000-2589255.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy C5 Pro SM-C5010";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"630.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_C5_Pro_SM_C5010-2896879.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy C7 32Gb SM-C7000";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"640.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_C7_32Gb_SM_C7000-2590819.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy C7 64Gb SM-C7000";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"680.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_C7_64Gb_SM_C7000-2590803.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy C7 Pro SM-C7010";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"780.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_C7_Pro_SM_C7010-2810263.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy C9 Pro SM-C9000";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"850.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_C9_Pro_SM_C9000-2743349.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy Grand 2 SM-G7102";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"299.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_Grand_2_SM_G7102-1201455.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy Grand GT-I9082";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"225.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_Grand_GT_I9082-1182789.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy Grand Neo 16Gb GT-I9060";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"231.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_Grand_Neo_16Gb_GT_I9060-1211865.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy Grand Neo 8Gb GT-I9060";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"231.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_Grand_Neo_8Gb_GT_I9060-1211889.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy Grand Neo Duos 16Gb GT-I9060DS";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"231.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_Grand_Neo_Duos_16Gb_GT_I9060DS-1404901.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy Grand Neo Duos 8Gb GT-I9060DS";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"231.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_Grand_Neo_Duos_8Gb_GT_I9060DS-1404893.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy Grand Neo Plus Duos GT-I9060L/DS";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"223.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_Grand_Neo_Plus_Duos_GT_I9060LDS-2172235.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy Grand Prime SM-G530FZ";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"260.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_Grand_Prime_SM_G530FZ-2108717.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy Grand Prime SM-G530H";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"255.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_Grand_Prime_SM_G530H-1766811.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy Grand Prime SM-G530Y";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"255.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_Grand_Prime_SM_G530Y-1875957.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy J2 Prime SM-G532F/DS";"Гарантия 36 месяцев.Original.СТБ.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"228.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_J2_Prime_SM_G532FDS-2679497.html";"36";"";"";
"Мобильные телефоны";"Samsung";"Samsung Galaxy J2 SM-J200F/DS";"Гарантия 36 месяцев.Original.СТБ.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"235.00";"На складе";"https://phone.1k.by/mobile/samsung/Samsung_Galaxy_J2_SM_J200FDS-2287599.html";"36";"";"";
